group1,group2,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,target1
0,1,"[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.33,121.76,8.64,10,4.7]","[1.33,121.76,8.64,10,4.7]","[1.43,208.98,7.29,10,4.34]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]",-3.62057
0,1,"[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.43,208.98,7.29,10,4.34]","[1.43,208.98,7.29,10,4.34]","[1.33,121.76,8.64,10,4.7]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]",-3.60103
0,1,"[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.45,118.71,7.344,10,4.42]","[1.33,121.76,8.64,10,4.7]","[1.33,121.76,8.64,10,4.7]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]",-3.59044
0,1,"[1.77,195.08,9.02,9,5.64] ","[1.77,195.08,9.02,9,5.64]","[1.45,118.71,7.344,10,4.42]","[1.33,121.76,8.64,10,4.7]","[1.33,121.76,8.64,10,4.7]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]",-3.5787
0,1,"[1.77,195.08,9.02,9,5.64] ","[1.77,195.08,9.02,9,5.64]","[1.43,208.98,7.29,10,4.34]","[1.43,208.98,7.29,10,4.34]","[1.33,121.76,8.64,10,4.7]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]",-3.55723
0,1,"[1.77,195.08,9.02,9,5.64] ","[1.49,58.693,7.64,8,5.35]","[1.43,208.98,7.29,10,4.34]","[1.33,121.76,8.64,10,4.7]","[1.43,208.98,7.29,10,4.34]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]",-3.54751
0,1,"[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.45,118.71,7.344,10,4.42]","[1.33,121.76,8.64,10,4.7]","[1.43,208.98,7.29,10,4.34]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]",-3.51306
0,1,"[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.33,121.76,8.64,10,4.7]","[1.45,118.71,7.344,10,4.42]","[1.43,208.98,7.29,10,4.34]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]",-3.50874
0,1,"[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.33,121.76,8.64,10,4.7]","[1.43,208.98,7.29,10,4.34]","[1.45,118.71,7.344,10,4.42]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]",-3.50467
0,1,"[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.45,118.71,7.344,10,4.42]","[1.33,121.76,8.64,10,4.7]","[1.33,121.76,8.64,10,4.7]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]",-3.50338
0,1,"[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.33,121.76,8.64,10,4.7]","[1.33,121.76,8.64,10,4.7]","[1.43,208.98,7.29,10,4.34]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]",-3.47979
0,1,"[1.77,195.08,9.02,9,5.64] ","[1.77,195.08,9.02,9,5.64]","[1.33,121.76,8.64,10,4.7]","[1.43,208.98,7.29,10,4.34]","[1.45,118.71,7.344,10,4.42]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]",-3.46992
0,1,"[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.45,118.71,7.344,10,4.42]","[1.33,121.76,8.64,10,4.7]","[1.43,208.98,7.29,10,4.34]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]",-3.46982
0,1,"[1.77,195.08,9.02,9,5.64] ","[1.49,58.693,7.64,8,5.35]","[1.43,208.98,7.29,10,4.34]","[1.43,208.98,7.29,10,4.34]","[1.45,118.71,7.344,10,4.42]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]",-3.45262
0,1,"[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.33,121.76,8.64,10,4.7]","[1.43,208.98,7.29,10,4.34]","[1.43,208.98,7.29,10,4.34]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]",-3.4296
0,1,"[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.43,208.98,7.29,10,4.34]","[1.33,121.76,8.64,10,4.7]","[1.43,208.98,7.29,10,4.34]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]",-3.40547
0,1,"[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.43,208.98,7.29,10,4.34]","[1.43,208.98,7.29,10,4.34]","[1.33,121.76,8.64,10,4.7]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]",-3.40289
0,1,"[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.43,208.98,7.29,10,4.34]","[1.43,208.98,7.29,10,4.34]","[1.43,208.98,7.29,10,4.34]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]",-3.3662
0,1,"[1.77,195.08,9.02,9,5.64] ","[1.49,58.693,7.64,8,5.35]","[1.45,118.71,7.344,10,4.42]","[1.33,121.76,8.64,10,4.7]","[1.43,208.98,7.29,10,4.34]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]",-3.33958
0,1,"[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.33,121.76,8.64,10,4.7]","[1.45,118.71,7.344,10,4.42]","[1.43,208.98,7.29,10,4.34]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]",-3.23556
1,0,"[1.43,208.98,7.29,10,4.34] ","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]",,,,,-4.54099
1,0,"[1.33,121.76,8.64,10,4.7]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]",,,,,-4.47383
1,0,"[1.45,118.71,7.344,10,4.42]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]",,,,,-4.46574
1,0,"[1.43,208.98,7.29,10,4.34]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]",,,,,-4.39869
1,0,"[1.43,208.98,7.29,10,4.34]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]",,,,,-4.3774
1,0,"[1.43,208.98,7.29,10,4.34]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]",,,,,-4.35711
1,0,"[1.33,121.76,8.64,10,4.7]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]",,,,,-4.24266
1,0,"[1.45,118.71,7.344,10,4.42]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]",,,,,-4.23381
1,0,"[1.43,208.98,7.29,10,4.34]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]",,,,,-4.22356
1,0,"[1.43,208.98,7.29,10,4.34] ","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]",,,,,-4.22143
1,0,"[1.33,121.76,8.64,10,4.7]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]",,,,,-4.18885
1,0,"[1.33,121.76,8.64,10,4.7]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]",,,,,-4.0641
1,0,"[1.45,118.71,7.344,10,4.42]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]",,,,,-4.15953
1,0,"[1.33,121.76,8.64,10,4.7]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]",,,,,-4.05535
1,0,"[1.33,121.76,8.64,10,4.7]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]",,,,,-4.05176
1,0,"[1.45,118.71,7.344,10,4.42]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]",,,,,-4.04205
1,0,"[1.33,121.76,8.64,10,4.7]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]",,,,,-4.02403
1,0,"[1.33,121.76,8.64,10,4.7]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]",,,,,-3.97353
1,0,"[1.33,121.76,8.64,10,4.7]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]",,,,,-3.96652
1,0,"[1.33,121.76,8.64,10,4.7]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]",,,,,-3.95935
1,0,"[1.43,208.98,7.29,10,4.34]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]",,,,,-3.94925
1,0,"[1.43,208.98,7.29,10,4.34]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]",,,,,-3.90529
1,0,"[1.33,121.76,8.64,10,4.7]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]",,,,,-3.8957
1,0,"[1.45,118.71,7.344,10,4.42]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]",,,,,-3.89148
1,0,"[1.33,121.76,8.64,10,4.7]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]",,,,,-3.87816
1,0,"[1.45,118.71,7.344,10,4.42]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]",,,,,-3.87221
1,0,"[1.43,208.98,7.29,10,4.34]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]",,,,,-3.86821
1,0,"[1.43,208.98,7.29,10,4.34]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]",,,,,-3.85044
1,0,"[1.43,208.98,7.29,10,4.34]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]",,,,,-3.84573
1,0,"[1.45,118.71,7.344,10,4.42]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]",,,,,-3.8301
1,0,"[1.45,118.71,7.344,10,4.42]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]",,,,,-3.82444
1,0,"[1.45,118.71,7.344,10,4.42]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]",,,,,-3.8083
1,0,"[1.43,208.98,7.29,10,4.34]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]",,,,,-3.80784
1,0,"[1.33,121.76,8.64,10,4.7]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]",,,,,-3.79238
1,0,"[1.33,121.76,8.64,10,4.7]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]",,,,,-3.76374
1,0,"[1.43,208.98,7.29,10,4.34]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]",,,,,-3.76287
1,0,"[1.45,118.71,7.344,10,4.42]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]",,,,,-3.75664
1,0,"[1.33,121.76,8.64,10,4.7]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]",,,,,-3.74645
1,0,"[1.45,118.71,7.344,10,4.42]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]",,,,,-3.74129
1,0,"[1.33,121.76,8.64,10,4.7]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]",,,,,-3.73926
1,0,"[1.33,121.76,8.64,10,4.7]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]",,,,,-3.72239
1,0,"[1.45,118.71,7.344,10,4.42]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]",,,,,-3.69993
1,0,"[1.33,121.76,8.64,10,4.7]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]",,,,,-3.69037
1,0,"[1.43,208.98,7.29,10,4.34]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]",,,,,-3.68226
1,0,"[1.43,208.98,7.29,10,4.34]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]",,,,,-3.64882
1,0,"[1.33,121.76,8.64,10,4.7]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]",,,,,-3.63753
1,0,"[1.43,208.98,7.29,10,4.34]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]",,,,,-3.63414
1,0,"[1.43,208.98,7.29,10,4.34]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]",,,,,-3.63021
1,0,"[1.43,208.98,7.29,10,4.34]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]",,,,,-3.61337
1,0,"[1.43,208.98,7.29,10,4.34]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]",,,,,-3.60463
1,0,"[1.33,121.76,8.64,10,4.7]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]",,,,,-3.56361
1,0,"[1.43,208.98,7.29,10,4.34]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]",,,,,-3.55377
1,0,"[1.43,208.98,7.29,10,4.34]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]",,,,,-3.50951
1,0,"[1.45,118.71,7.344,10,4.42]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]",,,,,-3.49409
1,0,"[1.33,121.76,8.64,10,4.7]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]","[1.77,195.08,9.02,9,5.64]",,,,,-3.45433
1,0,"[1.43,208.98,7.29,10,4.34]","[1.77,195.08,9.02,9,5.64]","[1.77,195.08,9.02,9,5.64]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]","[1.49,58.693,7.64,8,5.35]",,,,,-3.30809